po_number,supplier_id,supplier_name,part_number,expected_date,received_date,qty_ordered,qty_received,inbound_lead_time_days,discrepancy_qty
PO11083,SUP-002,Supplier B,MN-5544,2026-01-14,2026-01-22,174,140,8,34
PO11084,SUP-002,Supplier B,AX-4312,2025-05-15,2025-05-17,188,153,2,35
PO11085,SUP-002,Supplier B,AX-4312,2024-03-07,2024-03-10,322,288,3,34
PO11086,SUP-003,Supplier C,BR-2208,2026-02-07,2026-02-09,153,132,2,21
PO11087,SUP-003,Supplier C,MN-5544,2024-06-22,2024-07-01,201,183,9,18
PO11088,SUP-003,Supplier C,CL-7781,2025-04-22,2025-04-27,390,383,5,7
PO11089,SUP-002,Supplier B,MN-5544,2024-07-10,2024-07-15,194,158,5,36
PO11090,SUP-002,Supplier B,MN-5544,2025-06-25,2025-06-29,196,170,4,26
PO11091,SUP-003,Supplier C,BR-2208,2025-06-16,2025-06-21,316,305,5,11
PO11092,SUP-003,Supplier C,ZX-9910,2024-10-24,2024-10-30,198,188,6,10
PO11093,SUP-001,Supplier A,ZX-9910,2026-02-08,2026-02-15,54,38,7,16
PO11094,SUP-003,Supplier C,ZX-9910,2024-10-17,2024-10-25,69,58,8,11
PO11095,SUP-001,Supplier A,ZX-9910,2025-12-07,2025-12-13,66,48,6,18
PO11096,SUP-001,Supplier A,ZX-9910,2025-06-25,2025-07-05,353,322,10,31
PO11097,SUP-001,Supplier A,ZX-9910,2025-03-18,2025-03-24,232,197,6,35
PO11098,SUP-003,Supplier C,MN-5544,2025-02-13,2025-02-19,124,92,6,32
PO11099,SUP-003,Supplier C,CL-7781,2024-12-18,2024-12-26,252,236,8,16
PO11100,SUP-001,Supplier A,CL-7781,2024-10-08,2024-10-11,268,251,3,17
PO11101,SUP-001,Supplier A,CL-7781,2024-08-15,2024-08-18,224,221,3,3
PO11102,SUP-001,Supplier A,MN-5544,2025-05-16,2025-05-23,212,204,7,8
PO11103,SUP-001,Supplier A,ZX-9910,2024-09-04,2024-09-12,165,149,8,16
PO11104,SUP-002,Supplier B,CL-7781,2024-06-03,2024-06-04,274,243,1,31
PO11105,SUP-002,Supplier B,MN-5544,2025-03-25,2025-04-02,196,159,8,37
PO11106,SUP-003,Supplier C,ZX-9910,2026-01-29,2026-02-01,374,362,3,12
PO11107,SUP-001,Supplier A,AX-4312,2025-07-20,2025-07-27,257,226,7,31
PO11108,SUP-003,Supplier C,CL-7781,2024-06-15,2024-06-21,398,377,6,21
PO11109,SUP-002,Supplier B,ZX-9910,2024-04-13,2024-04-24,372,363,11,9
PO11110,SUP-001,Supplier A,MN-5544,2024-08-14,2024-08-24,369,349,10,20
PO11111,SUP-001,Supplier A,MN-5544,2024-04-03,2024-04-05,218,195,2,23
PO11112,SUP-003,Supplier C,AX-4312,2025-10-07,2025-10-10,233,204,3,29
PO11113,SUP-003,Supplier C,CL-7781,2024-10-25,2024-11-03,271,237,9,34
PO11114,SUP-003,Supplier C,MN-5544,2025-08-28,2025-08-31,313,288,3,25
PO11115,SUP-001,Supplier A,ZX-9910,2024-05-25,2024-05-26,376,347,1,29
PO11116,SUP-003,Supplier C,MN-5544,2024-08-31,2024-09-07,116,116,7,0
PO11117,SUP-002,Supplier B,BR-2208,2025-08-26,2025-08-30,74,38,4,36
PO11118,SUP-002,Supplier B,BR-2208,2024-05-30,2024-05-31,86,74,1,12
PO11119,SUP-003,Supplier C,BR-2208,2025-08-20,2025-08-28,185,181,8,4
PO11120,SUP-001,Supplier A,CL-7781,2025-06-21,2025-06-30,176,176,9,0
PO11121,SUP-003,Supplier C,CL-7781,2025-03-08,2025-03-12,84,83,4,1
PO11122,SUP-002,Supplier B,MN-5544,2025-05-11,2025-05-19,72,64,8,8
PO11123,SUP-001,Supplier A,AX-4312,2024-11-16,2024-11-18,309,280,2,29
PO11124,SUP-002,Supplier B,BR-2208,2024-08-04,2024-08-10,124,90,6,34
PO11125,SUP-001,Supplier A,CL-7781,2024-07-23,2024-07-31,308,295,8,13
PO11126,SUP-002,Supplier B,AX-4312,2025-06-16,2025-06-18,94,76,2,18
PO11127,SUP-002,Supplier B,BR-2208,2025-06-20,2025-07-01,65,64,11,1
PO11128,SUP-001,Supplier A,BR-2208,2025-12-24,2026-01-01,194,161,8,33
PO11129,SUP-002,Supplier B,ZX-9910,2024-04-23,2024-05-03,193,156,10,37
PO11130,SUP-003,Supplier C,ZX-9910,2025-01-27,2025-01-29,62,32,2,30
PO11131,SUP-001,Supplier A,MN-5544,2025-10-05,2025-10-07,344,342,2,2
PO11132,SUP-001,Supplier A,BR-2208,2025-02-18,2025-02-26,264,251,8,13
PO11133,SUP-001,Supplier A,AX-4312,2024-10-15,2024-10-23,104,78,8,26
PO11134,SUP-001,Supplier A,CL-7781,2025-06-04,2025-06-10,270,232,6,38
PO11135,SUP-001,Supplier A,ZX-9910,2024-08-04,2024-08-09,344,344,5,0
PO11136,SUP-001,Supplier A,AX-4312,2024-08-21,2024-08-22,282,253,1,29
PO11137,SUP-002,Supplier B,AX-4312,2025-06-10,2025-06-15,318,298,5,20
PO11138,SUP-003,Supplier C,AX-4312,2025-02-21,2025-02-24,102,84,3,18
PO11139,SUP-002,Supplier B,CL-7781,2025-11-19,2025-11-28,330,309,9,21
PO11140,SUP-002,Supplier B,ZX-9910,2025-04-12,2025-04-13,232,210,1,22
PO11141,SUP-001,Supplier A,BR-2208,2025-02-19,2025-03-01,59,24,10,35
PO11142,SUP-001,Supplier A,MN-5544,2024-03-05,2024-03-13,103,84,8,19
PO11143,SUP-002,Supplier B,AX-4312,2025-03-21,2025-03-23,63,36,2,27
PO11144,SUP-002,Supplier B,MN-5544,2025-10-30,2025-11-03,102,79,4,23
PO11145,SUP-001,Supplier A,AX-4312,2025-11-05,2025-11-11,79,76,6,3
PO11146,SUP-003,Supplier C,MN-5544,2024-10-20,2024-10-31,313,296,11,17
PO11147,SUP-002,Supplier B,MN-5544,2024-07-27,2024-08-03,339,322,7,17
PO11148,SUP-002,Supplier B,MN-5544,2024-06-05,2024-06-13,176,166,8,10
PO11149,SUP-003,Supplier C,AX-4312,2024-03-05,2024-03-14,253,239,9,14
PO11150,SUP-001,Supplier A,BR-2208,2025-04-13,2025-04-22,290,262,9,28
PO11151,SUP-001,Supplier A,BR-2208,2025-10-03,2025-10-13,323,292,10,31
PO11152,SUP-003,Supplier C,BR-2208,2024-11-03,2024-11-09,343,327,6,16
PO11153,SUP-001,Supplier A,ZX-9910,2025-10-29,2025-11-05,137,130,7,7
PO11154,SUP-002,Supplier B,MN-5544,2025-05-07,2025-05-16,374,346,9,28
PO11155,SUP-001,Supplier A,MN-5544,2025-02-03,2025-02-14,170,170,11,0
PO11156,SUP-002,Supplier B,ZX-9910,2024-04-09,2024-04-20,196,188,11,8
PO11157,SUP-002,Supplier B,CL-7781,2025-09-10,2025-09-21,211,208,11,3
PO11158,SUP-003,Supplier C,CL-7781,2025-12-30,2026-01-03,387,373,4,14
PO11159,SUP-001,Supplier A,ZX-9910,2026-02-02,2026-02-05,190,172,3,18
PO11160,SUP-003,Supplier C,AX-4312,2025-03-07,2025-03-08,247,236,1,11
PO11161,SUP-002,Supplier B,CL-7781,2024-08-21,2024-08-24,235,213,3,22
PO11162,SUP-001,Supplier A,AX-4312,2026-01-23,2026-02-02,365,339,10,26
PO11163,SUP-002,Supplier B,AX-4312,2024-05-20,2024-05-29,169,160,9,9
PO11164,SUP-001,Supplier A,BR-2208,2025-10-31,2025-11-07,262,242,7,20
PO11165,SUP-003,Supplier C,BR-2208,2024-10-25,2024-11-05,62,26,11,36
PO11166,SUP-001,Supplier A,MN-5544,2024-05-20,2024-05-21,73,63,1,10
PO11167,SUP-002,Supplier B,BR-2208,2024-12-14,2024-12-15,330,301,1,29
PO11168,SUP-001,Supplier A,BR-2208,2025-11-10,2025-11-19,70,51,9,19
PO11169,SUP-001,Supplier A,CL-7781,2024-03-25,2024-03-28,260,249,3,11
PO11170,SUP-001,Supplier A,ZX-9910,2025-04-10,2025-04-15,347,331,5,16
PO11171,SUP-003,Supplier C,BR-2208,2024-10-10,2024-10-15,353,315,5,38
PO11172,SUP-002,Supplier B,MN-5544,2025-02-09,2025-02-18,352,335,9,17
PO11173,SUP-003,Supplier C,MN-5544,2024-07-06,2024-07-09,285,279,3,6
PO11174,SUP-001,Supplier A,AX-4312,2024-03-27,2024-04-05,62,45,9,17
PO11175,SUP-003,Supplier C,ZX-9910,2024-11-20,2024-11-25,149,119,5,30
PO11176,SUP-001,Supplier A,AX-4312,2024-06-09,2024-06-11,65,57,2,8
PO11177,SUP-001,Supplier A,CL-7781,2024-07-15,2024-07-24,215,205,9,10
PO11178,SUP-002,Supplier B,CL-7781,2025-08-28,2025-09-03,149,127,6,22
PO11179,SUP-002,Supplier B,MN-5544,2024-09-14,2024-09-16,265,258,2,7
PO11180,SUP-002,Supplier B,AX-4312,2026-02-15,2026-02-22,341,324,7,17
PO11181,SUP-003,Supplier C,BR-2208,2025-05-11,2025-05-14,77,72,3,5
PO11182,SUP-002,Supplier B,CL-7781,2025-08-30,2025-09-04,77,38,5,39
PO11183,SUP-001,Supplier A,AX-4312,2025-09-14,2025-09-20,114,79,6,35
PO11184,SUP-003,Supplier C,CL-7781,2025-09-25,2025-09-30,301,267,5,34
PO11185,SUP-002,Supplier B,MN-5544,2026-01-23,2026-02-01,98,89,9,9
PO11186,SUP-002,Supplier B,AX-4312,2025-07-23,2025-07-28,93,84,5,9
PO11187,SUP-003,Supplier C,AX-4312,2025-12-07,2025-12-12,151,128,5,23
PO11188,SUP-003,Supplier C,CL-7781,2025-08-02,2025-08-04,386,351,2,35
PO11189,SUP-002,Supplier B,ZX-9910,2024-05-18,2024-05-28,212,188,10,24
PO11190,SUP-003,Supplier C,MN-5544,2025-05-22,2025-05-25,160,123,3,37
PO11191,SUP-003,Supplier C,AX-4312,2024-05-18,2024-05-19,317,294,1,23
PO11192,SUP-002,Supplier B,MN-5544,2025-11-26,2025-12-07,277,252,11,25
PO11193,SUP-003,Supplier C,MN-5544,2025-01-05,2025-01-11,370,351,6,19
PO11194,SUP-001,Supplier A,ZX-9910,2024-05-20,2024-05-27,205,190,7,15
PO11195,SUP-001,Supplier A,ZX-9910,2024-06-24,2024-06-25,153,126,1,27
PO11196,SUP-001,Supplier A,MN-5544,2025-09-27,2025-10-07,332,303,10,29
PO11197,SUP-002,Supplier B,AX-4312,2025-07-04,2025-07-13,211,175,9,36
PO11198,SUP-003,Supplier C,ZX-9910,2024-10-30,2024-11-05,273,249,6,24
PO11199,SUP-002,Supplier B,CL-7781,2025-05-29,2025-05-30,104,98,1,6
PO11200,SUP-002,Supplier B,MN-5544,2026-02-21,2026-02-25,362,351,4,11
PO11201,SUP-003,Supplier C,BR-2208,2025-03-13,2025-03-24,184,149,11,35
PO11202,SUP-003,Supplier C,BR-2208,2025-05-07,2025-05-10,209,199,3,10
PO11203,SUP-002,Supplier B,CL-7781,2025-07-27,2025-08-04,274,252,8,22
PO11204,SUP-002,Supplier B,AX-4312,2025-12-18,2025-12-27,94,73,9,21
PO11205,SUP-001,Supplier A,CL-7781,2025-02-26,2025-03-09,181,142,11,39
PO11206,SUP-003,Supplier C,AX-4312,2025-03-14,2025-03-17,206,173,3,33
PO11207,SUP-001,Supplier A,CL-7781,2024-10-08,2024-10-10,254,240,2,14
PO11208,SUP-003,Supplier C,MN-5544,2025-10-04,2025-10-11,267,264,7,3
PO11209,SUP-002,Supplier B,AX-4312,2025-10-09,2025-10-19,153,145,10,8
PO11210,SUP-001,Supplier A,MN-5544,2026-02-13,2026-02-20,182,151,7,31
PO11211,SUP-003,Supplier C,ZX-9910,2026-01-11,2026-01-15,380,366,4,14
PO11212,SUP-002,Supplier B,CL-7781,2024-07-20,2024-07-26,282,266,6,16
PO11213,SUP-002,Supplier B,MN-5544,2024-09-06,2024-09-17,139,133,11,6
PO11214,SUP-003,Supplier C,AX-4312,2024-11-17,2024-11-27,75,51,10,24
PO11215,SUP-003,Supplier C,ZX-9910,2025-06-15,2025-06-25,350,332,10,18
PO11216,SUP-001,Supplier A,ZX-9910,2024-05-30,2024-06-10,230,223,11,7
PO11217,SUP-001,Supplier A,AX-4312,2025-07-10,2025-07-18,117,87,8,30
PO11218,SUP-002,Supplier B,BR-2208,2025-04-24,2025-05-05,370,333,11,37
PO11219,SUP-002,Supplier B,MN-5544,2025-10-19,2025-10-27,237,207,8,30
PO11220,SUP-002,Supplier B,CL-7781,2025-10-18,2025-10-27,223,198,9,25
PO11221,SUP-003,Supplier C,MN-5544,2025-01-06,2025-01-07,54,35,1,19
PO11222,SUP-002,Supplier B,ZX-9910,2026-01-24,2026-01-28,297,265,4,32
PO11223,SUP-002,Supplier B,BR-2208,2025-08-28,2025-08-30,275,261,2,14
PO11224,SUP-003,Supplier C,AX-4312,2024-12-08,2024-12-18,326,322,10,4
PO11225,SUP-003,Supplier C,AX-4312,2024-06-24,2024-06-30,343,322,6,21
PO11226,SUP-003,Supplier C,BR-2208,2025-09-20,2025-09-22,127,118,2,9
PO11227,SUP-001,Supplier A,MN-5544,2024-12-28,2024-12-31,55,27,3,28
PO11228,SUP-002,Supplier B,MN-5544,2025-05-18,2025-05-26,284,252,8,32
PO11229,SUP-002,Supplier B,MN-5544,2025-08-04,2025-08-05,289,279,1,10
PO11230,SUP-001,Supplier A,ZX-9910,2025-06-14,2025-06-16,60,30,2,30
PO11231,SUP-003,Supplier C,BR-2208,2025-04-25,2025-05-01,218,203,6,15
PO11232,SUP-002,Supplier B,ZX-9910,2024-07-10,2024-07-14,301,276,4,25
PO11233,SUP-002,Supplier B,ZX-9910,2024-07-25,2024-08-03,381,371,9,10
PO11234,SUP-002,Supplier B,MN-5544,2025-03-14,2025-03-19,138,121,5,17
PO11235,SUP-002,Supplier B,AX-4312,2024-09-27,2024-09-30,360,323,3,37
PO11236,SUP-002,Supplier B,AX-4312,2025-05-25,2025-05-31,203,198,6,5
PO11237,SUP-003,Supplier C,AX-4312,2024-05-22,2024-05-26,157,129,4,28
PO11238,SUP-001,Supplier A,ZX-9910,2025-09-11,2025-09-22,174,141,11,33
PO11239,SUP-003,Supplier C,CL-7781,2024-07-27,2024-07-28,156,141,1,15
PO11240,SUP-001,Supplier A,ZX-9910,2024-07-06,2024-07-08,296,289,2,7
PO11241,SUP-001,Supplier A,AX-4312,2024-12-17,2024-12-27,57,28,10,29
PO11242,SUP-002,Supplier B,AX-4312,2024-05-31,2024-06-04,143,143,4,0
PO11243,SUP-001,Supplier A,AX-4312,2024-11-02,2024-11-13,88,72,11,16
PO11244,SUP-003,Supplier C,AX-4312,2025-05-02,2025-05-13,133,110,11,23
PO11245,SUP-001,Supplier A,ZX-9910,2025-01-04,2025-01-06,391,363,2,28
PO11246,SUP-001,Supplier A,CL-7781,2025-06-21,2025-06-27,93,85,6,8
PO11247,SUP-003,Supplier C,CL-7781,2025-09-19,2025-09-24,123,88,5,35
PO11248,SUP-002,Supplier B,BR-2208,2025-09-05,2025-09-10,205,185,5,20
PO11249,SUP-002,Supplier B,MN-5544,2024-06-03,2024-06-11,219,180,8,39
PO11250,SUP-001,Supplier A,ZX-9910,2024-06-13,2024-06-15,104,97,2,7
PO11251,SUP-001,Supplier A,BR-2208,2024-07-11,2024-07-22,327,291,11,36
PO11252,SUP-001,Supplier A,MN-5544,2025-06-02,2025-06-13,398,396,11,2
PO11253,SUP-001,Supplier A,CL-7781,2024-08-21,2024-08-31,277,269,10,8
PO11254,SUP-001,Supplier A,AX-4312,2024-06-06,2024-06-12,297,271,6,26
PO11255,SUP-002,Supplier B,CL-7781,2025-12-28,2025-12-30,178,147,2,31
PO11256,SUP-002,Supplier B,BR-2208,2025-12-19,2025-12-28,142,136,9,6
PO11257,SUP-003,Supplier C,ZX-9910,2025-04-01,2025-04-02,372,353,1,19
PO11258,SUP-002,Supplier B,CL-7781,2024-12-03,2024-12-07,166,137,4,29
PO11259,SUP-003,Supplier C,BR-2208,2025-01-08,2025-01-11,148,110,3,38
PO11260,SUP-001,Supplier A,BR-2208,2024-12-04,2024-12-15,395,382,11,13
PO11261,SUP-001,Supplier A,CL-7781,2025-01-14,2025-01-15,323,295,1,28
PO11262,SUP-003,Supplier C,CL-7781,2024-12-14,2024-12-18,230,204,4,26
PO11263,SUP-001,Supplier A,MN-5544,2024-07-15,2024-07-17,373,373,2,0
PO11264,SUP-003,Supplier C,CL-7781,2024-04-11,2024-04-13,306,281,2,25
PO11265,SUP-001,Supplier A,BR-2208,2025-10-21,2025-10-25,165,143,4,22
PO11266,SUP-003,Supplier C,CL-7781,2026-02-25,2026-03-07,364,354,10,10
PO11267,SUP-001,Supplier A,BR-2208,2024-11-27,2024-12-06,154,150,9,4
PO11268,SUP-003,Supplier C,CL-7781,2024-07-28,2024-08-07,242,226,10,16
PO11269,SUP-001,Supplier A,BR-2208,2025-04-11,2025-04-17,286,258,6,28
PO11270,SUP-002,Supplier B,MN-5544,2024-06-28,2024-07-02,246,236,4,10
PO11271,SUP-002,Supplier B,ZX-9910,2024-04-18,2024-04-26,198,164,8,34
PO11272,SUP-001,Supplier A,MN-5544,2024-07-06,2024-07-16,158,152,10,6
PO11273,SUP-001,Supplier A,MN-5544,2026-01-26,2026-02-02,376,351,7,25
PO11274,SUP-002,Supplier B,CL-7781,2025-10-19,2025-10-27,182,162,8,20
PO11275,SUP-002,Supplier B,ZX-9910,2024-07-19,2024-07-23,328,309,4,19
PO11276,SUP-001,Supplier A,MN-5544,2025-10-22,2025-10-24,165,137,2,28
PO11277,SUP-001,Supplier A,BR-2208,2025-05-03,2025-05-11,90,72,8,18
PO11278,SUP-002,Supplier B,ZX-9910,2026-01-16,2026-01-23,95,68,7,27
PO11279,SUP-003,Supplier C,MN-5544,2025-06-10,2025-06-19,373,359,9,14
PO11280,SUP-003,Supplier C,MN-5544,2024-03-08,2024-03-11,244,221,3,23
PO11281,SUP-001,Supplier A,CL-7781,2025-09-21,2025-10-02,89,54,11,35
PO11282,SUP-003,Supplier C,ZX-9910,2025-05-03,2025-05-05,73,50,2,23
PO11283,SUP-001,Supplier A,CL-7781,2024-05-17,2024-05-27,53,51,10,2
PO11284,SUP-003,Supplier C,AX-4312,2024-06-15,2024-06-17,230,208,2,22
PO11285,SUP-002,Supplier B,MN-5544,2025-07-21,2025-07-26,303,298,5,5
PO11286,SUP-002,Supplier B,ZX-9910,2024-08-30,2024-09-04,362,353,5,9
PO11287,SUP-001,Supplier A,CL-7781,2024-06-22,2024-06-30,152,115,8,37
PO11288,SUP-001,Supplier A,CL-7781,2024-12-10,2024-12-15,366,347,5,19
PO11289,SUP-003,Supplier C,ZX-9910,2025-05-09,2025-05-12,228,207,3,21
PO11290,SUP-001,Supplier A,CL-7781,2025-04-17,2025-04-21,381,344,4,37
PO11291,SUP-003,Supplier C,MN-5544,2024-05-07,2024-05-10,288,284,3,4
PO11292,SUP-002,Supplier B,ZX-9910,2025-02-09,2025-02-16,363,334,7,29
PO11293,SUP-001,Supplier A,ZX-9910,2025-04-21,2025-04-26,74,48,5,26
PO11294,SUP-002,Supplier B,CL-7781,2024-08-17,2024-08-20,255,220,3,35
PO11295,SUP-003,Supplier C,MN-5544,2025-06-12,2025-06-19,65,44,7,21
PO11296,SUP-001,Supplier A,BR-2208,2024-04-03,2024-04-08,359,339,5,20
PO11297,SUP-001,Supplier A,AX-4312,2025-06-05,2025-06-13,290,275,8,15
PO11298,SUP-001,Supplier A,BR-2208,2025-10-07,2025-10-18,336,327,11,9
PO11299,SUP-003,Supplier C,BR-2208,2025-03-22,2025-04-02,211,203,11,8
PO11300,SUP-001,Supplier A,MN-5544,2024-06-15,2024-06-16,188,157,1,31
PO11301,SUP-001,Supplier A,AX-4312,2024-05-04,2024-05-14,263,247,10,16
PO11302,SUP-002,Supplier B,BR-2208,2025-06-03,2025-06-07,97,73,4,24
PO11303,SUP-003,Supplier C,CL-7781,2025-07-31,2025-08-11,151,151,11,0
PO11304,SUP-001,Supplier A,MN-5544,2024-04-30,2024-05-09,100,65,9,35
PO11305,SUP-002,Supplier B,AX-4312,2024-05-05,2024-05-06,137,136,1,1
PO11306,SUP-002,Supplier B,BR-2208,2025-08-11,2025-08-19,320,289,8,31
PO11307,SUP-001,Supplier A,MN-5544,2025-03-14,2025-03-21,247,247,7,0
PO11308,SUP-001,Supplier A,CL-7781,2025-12-29,2026-01-05,216,200,7,16
PO11309,SUP-003,Supplier C,CL-7781,2024-08-29,2024-08-31,300,272,2,28
PO11310,SUP-001,Supplier A,BR-2208,2024-07-26,2024-08-04,190,185,9,5
PO11311,SUP-001,Supplier A,MN-5544,2026-01-15,2026-01-21,389,387,6,2
PO11312,SUP-002,Supplier B,AX-4312,2024-11-15,2024-11-16,112,101,1,11
PO11313,SUP-003,Supplier C,MN-5544,2025-04-23,2025-04-30,241,241,7,0
PO11314,SUP-001,Supplier A,BR-2208,2025-07-04,2025-07-05,320,285,1,35
PO11315,SUP-003,Supplier C,ZX-9910,2025-08-22,2025-08-26,388,354,4,34
PO11316,SUP-002,Supplier B,CL-7781,2026-01-19,2026-01-27,127,95,8,32
PO11317,SUP-002,Supplier B,MN-5544,2025-09-02,2025-09-04,238,235,2,3
PO11318,SUP-003,Supplier C,MN-5544,2024-03-06,2024-03-14,364,336,8,28
PO11319,SUP-001,Supplier A,AX-4312,2024-05-30,2024-06-02,217,199,3,18
PO11320,SUP-002,Supplier B,CL-7781,2025-10-18,2025-10-23,242,238,5,4
PO11321,SUP-002,Supplier B,ZX-9910,2025-05-11,2025-05-22,385,380,11,5
PO11322,SUP-003,Supplier C,AX-4312,2024-10-05,2024-10-13,62,28,8,34
PO11323,SUP-003,Supplier C,AX-4312,2024-03-21,2024-03-24,253,238,3,15
PO11324,SUP-002,Supplier B,ZX-9910,2025-03-13,2025-03-24,92,83,11,9
PO11325,SUP-002,Supplier B,AX-4312,2025-09-05,2025-09-14,197,167,9,30
PO11326,SUP-002,Supplier B,CL-7781,2024-11-13,2024-11-17,200,199,4,1
PO11327,SUP-001,Supplier A,AX-4312,2026-02-15,2026-02-23,71,35,8,36
PO11328,SUP-003,Supplier C,BR-2208,2024-05-26,2024-06-03,56,43,8,13
PO11329,SUP-001,Supplier A,BR-2208,2024-03-02,2024-03-10,163,148,8,15
PO11330,SUP-003,Supplier C,CL-7781,2025-02-24,2025-03-03,132,115,7,17
PO11331,SUP-003,Supplier C,AX-4312,2024-05-01,2024-05-05,377,345,4,32
PO11332,SUP-001,Supplier A,BR-2208,2025-08-26,2025-08-27,61,51,1,10
PO11333,SUP-002,Supplier B,ZX-9910,2026-01-22,2026-01-27,332,321,5,11
PO11334,SUP-003,Supplier C,CL-7781,2026-02-17,2026-02-18,146,142,1,4
PO11335,SUP-001,Supplier A,AX-4312,2025-03-08,2025-03-17,383,379,9,4
PO11336,SUP-001,Supplier A,MN-5544,2024-03-18,2024-03-24,108,76,6,32
PO11337,SUP-002,Supplier B,ZX-9910,2026-01-16,2026-01-18,68,47,2,21
PO11338,SUP-002,Supplier B,ZX-9910,2025-07-11,2025-07-16,96,58,5,38
PO11339,SUP-003,Supplier C,MN-5544,2025-04-05,2025-04-09,338,326,4,12
PO11340,SUP-002,Supplier B,ZX-9910,2025-10-28,2025-11-01,231,225,4,6
PO11341,SUP-002,Supplier B,ZX-9910,2025-01-14,2025-01-21,63,41,7,22
PO11342,SUP-003,Supplier C,ZX-9910,2024-10-30,2024-11-02,177,149,3,28
PO11343,SUP-002,Supplier B,CL-7781,2025-02-12,2025-02-20,78,55,8,23
PO11344,SUP-003,Supplier C,ZX-9910,2024-12-10,2024-12-12,368,359,2,9
PO11345,SUP-002,Supplier B,MN-5544,2025-03-20,2025-03-29,106,99,9,7
PO11346,SUP-003,Supplier C,BR-2208,2026-01-18,2026-01-28,111,83,10,28
PO11347,SUP-002,Supplier B,BR-2208,2024-03-01,2024-03-11,66,65,10,1
PO11348,SUP-001,Supplier A,ZX-9910,2025-05-28,2025-06-03,107,103,6,4
PO11349,SUP-003,Supplier C,AX-4312,2024-10-13,2024-10-22,131,106,9,25
PO11350,SUP-002,Supplier B,ZX-9910,2024-09-03,2024-09-07,268,257,4,11
PO11351,SUP-002,Supplier B,BR-2208,2024-09-03,2024-09-10,315,282,7,33
PO11352,SUP-003,Supplier C,CL-7781,2024-06-03,2024-06-12,340,325,9,15
PO11353,SUP-001,Supplier A,ZX-9910,2024-09-10,2024-09-12,173,150,2,23
PO11354,SUP-002,Supplier B,AX-4312,2025-01-26,2025-02-05,215,194,10,21
PO11355,SUP-002,Supplier B,BR-2208,2024-10-10,2024-10-20,344,318,10,26
PO11356,SUP-003,Supplier C,CL-7781,2025-06-28,2025-07-04,69,43,6,26
PO11357,SUP-003,Supplier C,CL-7781,2024-09-19,2024-09-28,197,179,9,18
PO11358,SUP-002,Supplier B,CL-7781,2025-11-22,2025-11-26,371,342,4,29
PO11359,SUP-001,Supplier A,MN-5544,2026-01-05,2026-01-10,339,318,5,21
PO11360,SUP-002,Supplier B,CL-7781,2024-11-19,2024-11-22,183,169,3,14
PO11361,SUP-001,Supplier A,CL-7781,2024-05-07,2024-05-18,315,307,11,8
PO11362,SUP-003,Supplier C,CL-7781,2024-06-23,2024-06-24,97,92,1,5
PO11363,SUP-003,Supplier C,BR-2208,2025-10-01,2025-10-10,149,148,9,1
PO11364,SUP-002,Supplier B,ZX-9910,2024-10-18,2024-10-22,114,96,4,18
PO11365,SUP-002,Supplier B,CL-7781,2024-05-31,2024-06-10,315,301,10,14
PO11366,SUP-003,Supplier C,AX-4312,2025-07-28,2025-08-08,199,179,11,20
PO11367,SUP-002,Supplier B,MN-5544,2024-08-18,2024-08-29,297,276,11,21
PO11368,SUP-001,Supplier A,CL-7781,2025-05-28,2025-06-01,147,118,4,29
PO11369,SUP-002,Supplier B,MN-5544,2025-06-24,2025-07-03,333,333,9,0
PO11370,SUP-002,Supplier B,MN-5544,2024-09-24,2024-09-25,350,347,1,3
PO11371,SUP-003,Supplier C,BR-2208,2025-07-27,2025-08-03,354,346,7,8
PO11372,SUP-003,Supplier C,BR-2208,2024-09-24,2024-09-28,132,132,4,0
PO11373,SUP-001,Supplier A,BR-2208,2025-12-22,2026-01-01,122,91,10,31
PO11374,SUP-001,Supplier A,MN-5544,2024-03-20,2024-03-26,225,188,6,37
PO11375,SUP-001,Supplier A,MN-5544,2024-09-01,2024-09-02,379,353,1,26
PO11376,SUP-003,Supplier C,ZX-9910,2025-04-27,2025-05-03,227,193,6,34
PO11377,SUP-003,Supplier C,AX-4312,2025-12-02,2025-12-06,390,366,4,24
PO11378,SUP-003,Supplier C,AX-4312,2025-06-05,2025-06-09,142,134,4,8
PO11379,SUP-001,Supplier A,CL-7781,2024-09-12,2024-09-23,297,270,11,27
PO11380,SUP-001,Supplier A,AX-4312,2025-05-31,2025-06-01,92,73,1,19
PO11381,SUP-002,Supplier B,BR-2208,2025-04-25,2025-05-03,88,66,8,22
PO11382,SUP-001,Supplier A,AX-4312,2025-09-12,2025-09-16,96,64,4,32
PO11383,SUP-002,Supplier B,CL-7781,2025-10-17,2025-10-26,118,85,9,33
PO11384,SUP-003,Supplier C,BR-2208,2025-01-27,2025-02-04,252,250,8,2
PO11385,SUP-002,Supplier B,MN-5544,2024-11-07,2024-11-17,210,200,10,10
PO11386,SUP-003,Supplier C,MN-5544,2024-12-19,2024-12-21,143,134,2,9
PO11387,SUP-002,Supplier B,ZX-9910,2024-11-16,2024-11-18,87,69,2,18
PO11388,SUP-001,Supplier A,MN-5544,2024-09-12,2024-09-16,368,356,4,12
PO11389,SUP-002,Supplier B,ZX-9910,2025-08-02,2025-08-10,223,221,8,2
PO11390,SUP-001,Supplier A,AX-4312,2024-11-24,2024-12-04,370,344,10,26
