snapshot_date,warehouse_id,warehouse_name,location,part_number,sku_family,on_hand_qty,available_qty,safety_stock,reorder_point,days_of_supply,stockout_flag,age_days
2024-08-30,WH-02,Warehouse WH-02,A5-04,CL-7781,CL,460,450,172,187,36,0,187
2025-06-29,WH-02,Warehouse WH-02,A3-03,CL-7781,CL,183,133,108,249,6,0,310
2025-01-21,WH-03,Warehouse WH-03,A1-03,CL-7781,CL,343,304,96,124,2,1,12
2024-04-17,WH-02,Warehouse WH-02,A5-03,AX-4312,AX,260,201,120,267,72,0,312
2025-11-13,WH-01,Warehouse WH-01,A1-04,AX-4312,AX,581,526,133,258,3,0,28
2025-12-19,WH-03,Warehouse WH-03,A2-05,MN-5544,MN,132,43,95,150,28,0,230
2024-10-13,WH-02,Warehouse WH-02,A1-04,BR-2208,BR,226,184,106,195,89,0,221
2024-03-10,WH-02,Warehouse WH-02,A2-02,BR-2208,BR,121,24,112,210,56,1,258
2025-02-16,WH-01,Warehouse WH-01,A5-05,MN-5544,MN,397,385,103,188,34,0,343
2026-02-21,WH-02,Warehouse WH-02,A4-03,ZX-9910,ZX,18,0,128,290,16,1,226
2025-07-11,WH-02,Warehouse WH-02,A1-03,AX-4312,AX,394,317,191,294,79,0,250
2026-01-23,WH-01,Warehouse WH-01,A4-03,AX-4312,AX,582,554,187,173,86,0,152
2024-09-25,WH-02,Warehouse WH-02,A3-05,AX-4312,AX,226,217,140,255,48,1,204
2025-11-08,WH-03,Warehouse WH-03,A3-01,MN-5544,MN,156,70,105,284,52,1,249
2026-01-17,WH-03,Warehouse WH-03,A4-04,MN-5544,MN,263,247,155,153,19,1,338
2025-01-22,WH-01,Warehouse WH-01,A1-05,BR-2208,BR,117,81,117,262,40,0,309
2025-04-29,WH-01,Warehouse WH-01,A3-04,MN-5544,MN,197,132,159,171,1,1,1
2025-11-19,WH-03,Warehouse WH-03,A3-05,MN-5544,MN,166,151,96,231,82,1,99
2025-02-24,WH-02,Warehouse WH-02,A3-02,BR-2208,BR,39,13,115,244,4,0,281
2025-03-05,WH-02,Warehouse WH-02,A4-02,MN-5544,MN,350,273,109,294,12,0,216
2024-03-21,WH-02,Warehouse WH-02,A2-03,BR-2208,BR,318,264,109,201,14,1,342
2024-06-02,WH-03,Warehouse WH-03,A2-01,AX-4312,AX,198,107,117,155,18,0,78
2026-01-29,WH-02,Warehouse WH-02,A3-04,MN-5544,MN,111,89,198,235,14,1,197
2024-10-31,WH-02,Warehouse WH-02,A4-02,MN-5544,MN,539,497,155,137,77,1,124
2024-06-06,WH-01,Warehouse WH-01,A3-01,MN-5544,MN,291,285,102,281,21,1,326
2024-05-07,WH-03,Warehouse WH-03,A1-02,CL-7781,CL,463,365,197,294,53,1,362
2024-03-28,WH-01,Warehouse WH-01,A1-03,BR-2208,BR,552,478,111,247,14,1,103
2024-06-23,WH-01,Warehouse WH-01,A3-03,BR-2208,BR,106,12,96,144,64,0,342
2024-10-29,WH-02,Warehouse WH-02,A1-03,MN-5544,MN,290,254,134,264,28,0,53
2024-12-14,WH-03,Warehouse WH-03,A2-01,BR-2208,BR,584,530,192,132,47,1,160
2025-09-15,WH-02,Warehouse WH-02,A1-03,CL-7781,CL,283,231,110,127,72,1,98
2025-09-13,WH-01,Warehouse WH-01,A3-01,CL-7781,CL,86,13,180,144,33,0,196
2025-06-09,WH-01,Warehouse WH-01,A4-05,AX-4312,AX,390,294,145,231,46,1,261
2025-01-29,WH-03,Warehouse WH-03,A1-04,ZX-9910,ZX,511,495,155,171,12,1,163
2025-06-05,WH-02,Warehouse WH-02,A3-05,MN-5544,MN,276,192,145,140,15,0,202
2024-06-20,WH-03,Warehouse WH-03,A5-02,BR-2208,BR,465,443,110,173,55,1,26
2025-07-02,WH-02,Warehouse WH-02,A3-03,BR-2208,BR,65,27,86,286,32,1,343
2025-10-20,WH-02,Warehouse WH-02,A1-03,AX-4312,AX,412,388,135,278,66,1,215
2025-06-02,WH-01,Warehouse WH-01,A4-05,MN-5544,MN,586,558,185,168,73,1,158
2024-05-12,WH-01,Warehouse WH-01,A1-04,CL-7781,CL,14,0,157,136,22,1,81
2024-10-07,WH-03,Warehouse WH-03,A1-03,BR-2208,BR,435,428,143,286,31,1,289
2025-04-26,WH-03,Warehouse WH-03,A3-04,BR-2208,BR,185,174,104,285,48,1,83
2024-10-28,WH-03,Warehouse WH-03,A2-03,CL-7781,CL,566,564,178,188,35,0,27
2025-11-23,WH-03,Warehouse WH-03,A5-05,MN-5544,MN,544,483,96,290,30,0,117
2025-05-19,WH-01,Warehouse WH-01,A3-03,CL-7781,CL,3,0,139,256,31,0,229
2024-06-08,WH-01,Warehouse WH-01,A3-02,BR-2208,BR,99,31,103,143,45,0,165
2024-06-10,WH-02,Warehouse WH-02,A5-05,MN-5544,MN,503,421,102,282,63,1,262
2025-06-13,WH-01,Warehouse WH-01,A1-05,ZX-9910,ZX,517,488,80,182,8,1,345
2024-10-15,WH-02,Warehouse WH-02,A1-01,BR-2208,BR,416,364,117,171,78,0,53
2024-07-11,WH-01,Warehouse WH-01,A2-03,ZX-9910,ZX,451,375,86,186,9,1,256
2025-03-13,WH-01,Warehouse WH-01,A4-05,ZX-9910,ZX,394,358,93,266,8,0,135
2025-02-26,WH-01,Warehouse WH-01,A1-02,CL-7781,CL,570,508,86,239,55,0,323
2025-10-31,WH-03,Warehouse WH-03,A4-01,MN-5544,MN,529,485,176,211,36,1,335
2025-10-18,WH-01,Warehouse WH-01,A3-01,CL-7781,CL,314,297,128,293,83,0,109
2024-12-07,WH-01,Warehouse WH-01,A1-05,CL-7781,CL,177,123,106,254,83,1,337
2024-04-13,WH-03,Warehouse WH-03,A5-02,ZX-9910,ZX,168,158,84,185,56,1,170
2025-11-22,WH-03,Warehouse WH-03,A1-04,ZX-9910,ZX,361,287,89,147,7,1,333
2024-05-06,WH-02,Warehouse WH-02,A1-02,MN-5544,MN,316,266,121,255,50,0,197
2024-12-28,WH-01,Warehouse WH-01,A4-01,CL-7781,CL,266,219,89,262,47,0,153
2024-09-07,WH-01,Warehouse WH-01,A2-04,CL-7781,CL,367,362,90,136,15,1,312
2025-02-13,WH-02,Warehouse WH-02,A2-01,BR-2208,BR,65,30,162,285,85,0,256
2024-06-25,WH-01,Warehouse WH-01,A1-01,AX-4312,AX,130,33,97,208,54,1,243
2024-10-03,WH-01,Warehouse WH-01,A2-01,CL-7781,CL,462,369,96,233,82,0,99
2024-10-04,WH-01,Warehouse WH-01,A1-01,ZX-9910,ZX,524,462,93,283,18,0,14
2025-05-17,WH-01,Warehouse WH-01,A1-03,ZX-9910,ZX,43,5,91,223,61,1,53
2024-05-28,WH-03,Warehouse WH-03,A5-03,BR-2208,BR,411,377,197,184,3,0,306
2024-07-30,WH-01,Warehouse WH-01,A2-02,AX-4312,AX,198,190,115,142,88,1,306
2024-05-08,WH-01,Warehouse WH-01,A1-04,BR-2208,BR,566,555,162,151,24,1,232
2025-09-14,WH-03,Warehouse WH-03,A4-01,ZX-9910,ZX,410,350,98,170,64,1,241
2025-02-02,WH-03,Warehouse WH-03,A2-04,CL-7781,CL,451,388,80,208,26,0,87
2026-01-27,WH-02,Warehouse WH-02,A1-01,ZX-9910,ZX,513,431,172,287,4,0,80
2024-07-21,WH-03,Warehouse WH-03,A5-02,AX-4312,AX,218,214,94,145,6,0,300
2024-12-17,WH-01,Warehouse WH-01,A2-02,MN-5544,MN,501,444,160,165,42,1,276
2025-05-28,WH-03,Warehouse WH-03,A5-02,BR-2208,BR,431,365,191,240,52,0,324
2024-03-19,WH-02,Warehouse WH-02,A4-05,AX-4312,AX,404,339,95,254,83,0,265
2024-12-28,WH-01,Warehouse WH-01,A3-02,ZX-9910,ZX,228,212,170,232,12,0,173
2024-05-05,WH-02,Warehouse WH-02,A4-01,MN-5544,MN,522,510,110,145,63,0,278
2025-04-21,WH-03,Warehouse WH-03,A2-04,ZX-9910,ZX,147,63,89,202,35,1,71
2024-12-22,WH-02,Warehouse WH-02,A3-02,AX-4312,AX,548,541,84,291,67,0,200
2025-02-15,WH-01,Warehouse WH-01,A4-04,MN-5544,MN,116,26,128,155,80,1,301
2025-01-18,WH-02,Warehouse WH-02,A3-02,MN-5544,MN,387,312,160,177,26,0,79
2025-01-11,WH-01,Warehouse WH-01,A4-04,MN-5544,MN,127,99,88,197,36,1,59
2025-03-18,WH-01,Warehouse WH-01,A1-02,AX-4312,AX,229,193,167,200,13,1,273
2025-02-02,WH-03,Warehouse WH-03,A3-03,AX-4312,AX,50,0,134,280,21,0,150
2024-08-05,WH-02,Warehouse WH-02,A1-03,AX-4312,AX,365,354,94,205,2,1,45
2024-06-15,WH-03,Warehouse WH-03,A3-05,ZX-9910,ZX,268,214,111,141,89,0,55
2024-11-16,WH-01,Warehouse WH-01,A3-03,ZX-9910,ZX,144,75,186,298,80,1,353
2025-08-15,WH-01,Warehouse WH-01,A3-05,MN-5544,MN,393,296,98,247,14,0,183
2025-03-20,WH-01,Warehouse WH-01,A2-02,BR-2208,BR,572,517,142,224,87,1,139
2025-08-12,WH-02,Warehouse WH-02,A4-01,AX-4312,AX,33,0,178,183,87,1,81
2025-05-26,WH-01,Warehouse WH-01,A5-02,MN-5544,MN,321,291,162,211,8,1,169
2025-07-27,WH-02,Warehouse WH-02,A4-01,CL-7781,CL,442,403,182,269,24,1,297
2024-04-29,WH-01,Warehouse WH-01,A5-05,MN-5544,MN,274,273,171,215,62,0,16
2024-10-04,WH-02,Warehouse WH-02,A5-05,CL-7781,CL,149,136,195,175,65,0,310
2025-06-06,WH-03,Warehouse WH-03,A1-02,MN-5544,MN,429,397,158,169,22,1,39
2025-06-17,WH-03,Warehouse WH-03,A2-03,CL-7781,CL,168,94,147,126,85,0,132
2024-11-26,WH-02,Warehouse WH-02,A3-05,MN-5544,MN,587,497,138,203,26,0,355
2025-01-01,WH-02,Warehouse WH-02,A1-05,AX-4312,AX,563,492,100,135,51,1,175
2024-07-08,WH-01,Warehouse WH-01,A1-03,BR-2208,BR,77,22,191,156,16,0,193
2024-09-03,WH-02,Warehouse WH-02,A5-05,ZX-9910,ZX,571,511,90,245,75,1,32
2025-12-23,WH-03,Warehouse WH-03,A3-02,AX-4312,AX,501,483,135,124,3,1,346
2025-09-04,WH-03,Warehouse WH-03,A4-04,AX-4312,AX,93,22,179,148,77,0,25
2025-04-27,WH-02,Warehouse WH-02,A3-03,CL-7781,CL,493,397,180,236,71,0,70
2025-09-05,WH-02,Warehouse WH-02,A5-02,ZX-9910,ZX,78,39,177,133,29,1,343
2024-05-20,WH-03,Warehouse WH-03,A1-04,CL-7781,CL,9,0,198,123,12,1,226
2025-04-19,WH-03,Warehouse WH-03,A5-04,CL-7781,CL,595,504,171,125,14,0,35
2026-02-13,WH-01,Warehouse WH-01,A2-01,CL-7781,CL,174,117,144,266,57,0,13
2025-01-30,WH-01,Warehouse WH-01,A2-02,ZX-9910,ZX,529,495,166,233,26,0,166
2025-11-12,WH-02,Warehouse WH-02,A3-05,ZX-9910,ZX,321,296,136,144,30,1,283
2025-10-06,WH-02,Warehouse WH-02,A3-02,ZX-9910,ZX,391,381,167,149,15,1,291
2025-10-14,WH-03,Warehouse WH-03,A3-02,AX-4312,AX,38,15,87,162,42,1,169
2025-01-09,WH-02,Warehouse WH-02,A5-02,MN-5544,MN,537,486,167,269,5,0,164
2025-09-19,WH-02,Warehouse WH-02,A5-04,ZX-9910,ZX,100,38,172,296,55,1,60
2024-06-10,WH-02,Warehouse WH-02,A3-04,CL-7781,CL,28,10,174,192,10,0,246
2025-06-25,WH-01,Warehouse WH-01,A1-05,AX-4312,AX,480,392,136,187,69,0,359
2025-06-22,WH-03,Warehouse WH-03,A1-01,CL-7781,CL,196,125,160,248,12,0,82
2026-02-01,WH-01,Warehouse WH-01,A3-04,BR-2208,BR,246,168,185,280,83,1,153
2025-04-08,WH-02,Warehouse WH-02,A1-03,AX-4312,AX,271,264,114,293,11,0,300
2025-06-24,WH-02,Warehouse WH-02,A3-02,MN-5544,MN,251,241,101,204,82,1,234
2025-07-22,WH-02,Warehouse WH-02,A2-05,BR-2208,BR,231,138,142,298,45,0,237
2025-03-17,WH-03,Warehouse WH-03,A5-05,ZX-9910,ZX,32,0,139,242,2,0,57
2024-08-15,WH-02,Warehouse WH-02,A1-05,ZX-9910,ZX,426,382,110,257,23,1,239
2025-08-11,WH-01,Warehouse WH-01,A1-02,CL-7781,CL,284,188,110,137,11,0,47
2024-12-03,WH-02,Warehouse WH-02,A5-02,AX-4312,AX,514,513,133,191,31,1,130
2025-01-31,WH-02,Warehouse WH-02,A1-03,ZX-9910,ZX,21,17,86,139,77,1,32
2025-10-29,WH-02,Warehouse WH-02,A3-04,BR-2208,BR,424,383,199,196,85,0,357
2025-08-03,WH-02,Warehouse WH-02,A2-05,BR-2208,BR,454,438,171,247,47,1,197
2025-11-10,WH-02,Warehouse WH-02,A2-02,ZX-9910,ZX,454,421,199,297,42,0,123
2025-11-18,WH-01,Warehouse WH-01,A2-05,MN-5544,MN,26,0,138,266,76,0,199
2025-08-29,WH-03,Warehouse WH-03,A1-02,AX-4312,AX,127,29,104,232,15,0,83
2025-12-05,WH-01,Warehouse WH-01,A2-01,ZX-9910,ZX,534,524,138,235,34,0,243
2025-10-06,WH-01,Warehouse WH-01,A4-02,BR-2208,BR,518,475,198,233,23,1,314
2025-06-06,WH-02,Warehouse WH-02,A1-05,MN-5544,MN,275,249,196,255,67,1,278
2025-09-17,WH-01,Warehouse WH-01,A3-04,MN-5544,MN,581,546,187,143,12,0,22
2025-06-26,WH-01,Warehouse WH-01,A2-02,AX-4312,AX,501,419,152,243,81,0,330
2024-10-25,WH-01,Warehouse WH-01,A1-02,BR-2208,BR,285,267,105,247,11,1,56
2024-10-28,WH-03,Warehouse WH-03,A5-05,MN-5544,MN,302,227,168,177,10,1,327
2024-12-05,WH-02,Warehouse WH-02,A1-03,CL-7781,CL,535,470,175,126,72,0,243
2025-05-15,WH-02,Warehouse WH-02,A5-02,CL-7781,CL,382,345,100,255,89,1,92
2026-01-01,WH-01,Warehouse WH-01,A4-05,AX-4312,AX,565,535,195,235,41,0,125
2024-11-24,WH-03,Warehouse WH-03,A4-04,BR-2208,BR,36,6,141,265,6,0,139
2024-05-11,WH-03,Warehouse WH-03,A3-04,BR-2208,BR,94,93,108,229,51,1,325
2024-04-29,WH-01,Warehouse WH-01,A2-01,ZX-9910,ZX,406,307,86,247,56,0,77
2025-11-16,WH-03,Warehouse WH-03,A5-05,ZX-9910,ZX,233,172,153,134,53,0,120
2025-04-18,WH-02,Warehouse WH-02,A2-05,CL-7781,CL,546,468,191,133,69,1,177
2025-08-01,WH-01,Warehouse WH-01,A4-04,ZX-9910,ZX,273,223,80,244,27,1,60
2024-06-02,WH-02,Warehouse WH-02,A4-05,CL-7781,CL,216,176,100,133,20,1,85
2025-08-28,WH-03,Warehouse WH-03,A5-02,BR-2208,BR,598,588,199,203,24,0,89
2025-01-24,WH-01,Warehouse WH-01,A2-05,ZX-9910,ZX,548,463,103,134,12,1,95
2025-10-18,WH-03,Warehouse WH-03,A3-01,ZX-9910,ZX,447,417,132,213,84,1,300
2024-10-10,WH-02,Warehouse WH-02,A2-04,AX-4312,AX,285,251,100,230,63,1,348
2024-09-11,WH-02,Warehouse WH-02,A3-05,BR-2208,BR,486,470,91,265,60,0,115
2025-05-21,WH-02,Warehouse WH-02,A2-03,ZX-9910,ZX,526,511,101,237,63,0,257
2024-11-02,WH-02,Warehouse WH-02,A1-05,ZX-9910,ZX,261,175,88,299,80,1,58
2024-07-08,WH-03,Warehouse WH-03,A1-02,AX-4312,AX,107,89,188,260,32,1,265
2025-05-30,WH-03,Warehouse WH-03,A5-04,CL-7781,CL,48,12,110,278,59,0,147
2025-10-29,WH-03,Warehouse WH-03,A5-01,BR-2208,BR,446,445,124,215,43,1,257
2024-06-30,WH-02,Warehouse WH-02,A3-02,CL-7781,CL,212,152,82,210,44,0,289
2024-05-20,WH-02,Warehouse WH-02,A1-04,ZX-9910,ZX,136,107,97,175,84,1,105
2024-06-30,WH-01,Warehouse WH-01,A4-02,BR-2208,BR,502,472,151,297,89,0,1
2024-05-07,WH-01,Warehouse WH-01,A2-02,BR-2208,BR,109,28,98,234,64,1,53
2025-02-15,WH-01,Warehouse WH-01,A3-05,ZX-9910,ZX,261,245,125,237,73,0,91
2025-01-10,WH-03,Warehouse WH-03,A1-04,CL-7781,CL,483,478,149,228,68,1,296
2026-02-24,WH-01,Warehouse WH-01,A2-01,BR-2208,BR,136,126,99,235,43,0,58
2025-07-22,WH-02,Warehouse WH-02,A3-04,BR-2208,BR,205,180,117,213,36,1,227
2024-11-22,WH-01,Warehouse WH-01,A3-02,MN-5544,MN,261,259,144,243,64,1,117
2025-01-04,WH-01,Warehouse WH-01,A2-05,ZX-9910,ZX,185,168,102,215,29,0,36
2025-08-14,WH-01,Warehouse WH-01,A3-03,MN-5544,MN,325,245,161,214,6,1,44
2024-08-16,WH-03,Warehouse WH-03,A2-03,AX-4312,AX,299,273,179,171,42,0,74
2025-06-10,WH-01,Warehouse WH-01,A4-03,BR-2208,BR,166,155,90,232,3,1,278
2024-07-16,WH-01,Warehouse WH-01,A1-04,CL-7781,CL,515,508,93,133,16,1,64
2024-10-26,WH-03,Warehouse WH-03,A5-01,ZX-9910,ZX,459,444,131,138,69,1,93
2024-11-28,WH-02,Warehouse WH-02,A2-01,ZX-9910,ZX,16,0,183,213,10,1,237
2025-11-23,WH-02,Warehouse WH-02,A5-04,ZX-9910,ZX,527,512,121,122,23,1,156
2025-11-19,WH-01,Warehouse WH-01,A3-05,AX-4312,AX,493,449,179,143,19,0,40
2024-06-13,WH-02,Warehouse WH-02,A5-04,BR-2208,BR,301,262,141,137,12,1,82
2024-05-18,WH-02,Warehouse WH-02,A3-04,AX-4312,AX,188,177,183,274,6,1,33
2024-04-22,WH-03,Warehouse WH-03,A1-01,ZX-9910,ZX,373,294,129,131,57,0,309
2024-08-12,WH-03,Warehouse WH-03,A1-02,MN-5544,MN,455,453,143,177,4,1,173
2025-03-31,WH-02,Warehouse WH-02,A3-05,MN-5544,MN,321,286,102,138,40,1,58
2025-02-09,WH-02,Warehouse WH-02,A1-02,AX-4312,AX,529,494,103,248,1,1,62
2024-03-21,WH-01,Warehouse WH-01,A2-03,AX-4312,AX,419,345,97,135,17,1,98
2025-07-26,WH-01,Warehouse WH-01,A4-02,MN-5544,MN,451,353,158,249,73,1,179
2024-11-09,WH-03,Warehouse WH-03,A5-03,MN-5544,MN,507,439,93,231,66,1,349
2025-01-28,WH-02,Warehouse WH-02,A5-04,ZX-9910,ZX,447,376,180,168,62,0,177
2026-01-11,WH-03,Warehouse WH-03,A3-03,AX-4312,AX,149,80,112,147,88,1,260
2024-08-17,WH-01,Warehouse WH-01,A1-01,BR-2208,BR,321,245,189,168,11,0,235
2024-05-02,WH-03,Warehouse WH-03,A4-01,AX-4312,AX,329,258,148,270,34,1,32
2025-08-29,WH-03,Warehouse WH-03,A4-02,ZX-9910,ZX,271,204,133,243,28,1,316
2025-10-11,WH-02,Warehouse WH-02,A5-02,MN-5544,MN,589,514,139,204,80,1,172
2026-01-06,WH-02,Warehouse WH-02,A2-02,MN-5544,MN,257,235,199,165,73,1,327
2024-04-25,WH-02,Warehouse WH-02,A2-01,BR-2208,BR,336,328,149,291,84,1,329
2026-02-14,WH-02,Warehouse WH-02,A2-01,CL-7781,CL,523,427,111,281,83,0,320
2024-06-20,WH-01,Warehouse WH-01,A5-05,BR-2208,BR,303,288,129,233,23,1,237
2025-11-19,WH-01,Warehouse WH-01,A2-03,CL-7781,CL,309,266,184,156,9,1,13
2024-12-29,WH-01,Warehouse WH-01,A1-01,ZX-9910,ZX,495,436,185,245,80,1,130
2024-03-27,WH-03,Warehouse WH-03,A1-01,MN-5544,MN,315,259,194,162,19,1,256
2024-06-06,WH-02,Warehouse WH-02,A3-02,BR-2208,BR,46,0,142,254,79,1,123
2024-10-18,WH-02,Warehouse WH-02,A2-03,AX-4312,AX,30,0,134,272,72,1,36
2025-11-08,WH-01,Warehouse WH-01,A5-03,MN-5544,MN,255,206,115,281,21,1,75
2024-10-18,WH-03,Warehouse WH-03,A1-04,AX-4312,AX,459,372,129,245,37,0,120
2024-04-24,WH-02,Warehouse WH-02,A3-04,ZX-9910,ZX,0,0,119,174,80,1,250
2024-10-25,WH-01,Warehouse WH-01,A1-02,ZX-9910,ZX,314,264,199,226,15,1,94
2024-04-14,WH-03,Warehouse WH-03,A5-05,MN-5544,MN,96,90,97,131,2,1,349
2024-05-26,WH-02,Warehouse WH-02,A1-01,BR-2208,BR,6,0,91,203,57,1,74
2024-09-02,WH-01,Warehouse WH-01,A2-02,ZX-9910,ZX,232,210,109,230,58,0,308
2025-05-23,WH-03,Warehouse WH-03,A2-05,AX-4312,AX,55,46,98,266,87,0,187
2025-08-18,WH-02,Warehouse WH-02,A3-03,CL-7781,CL,252,194,175,203,4,0,112
2024-07-07,WH-03,Warehouse WH-03,A1-02,MN-5544,MN,322,311,172,214,41,1,2
2025-08-30,WH-03,Warehouse WH-03,A1-01,ZX-9910,ZX,149,109,174,235,14,0,291
2024-11-05,WH-02,Warehouse WH-02,A1-05,AX-4312,AX,433,425,190,237,59,1,10
2024-03-04,WH-03,Warehouse WH-03,A4-04,CL-7781,CL,536,492,176,130,9,0,327
2025-09-29,WH-03,Warehouse WH-03,A5-05,ZX-9910,ZX,594,575,193,208,5,1,221
2025-01-03,WH-01,Warehouse WH-01,A1-03,ZX-9910,ZX,310,220,168,134,48,1,334
2024-12-20,WH-01,Warehouse WH-01,A3-05,AX-4312,AX,375,295,100,256,66,0,216
2025-09-25,WH-01,Warehouse WH-01,A1-03,BR-2208,BR,367,317,197,247,78,0,293
2025-11-06,WH-01,Warehouse WH-01,A4-05,CL-7781,CL,81,0,161,170,66,1,145
2024-04-09,WH-02,Warehouse WH-02,A1-05,AX-4312,AX,576,568,92,220,58,1,31
2024-04-28,WH-01,Warehouse WH-01,A4-04,CL-7781,CL,150,88,193,275,59,1,345
2025-04-05,WH-02,Warehouse WH-02,A3-05,ZX-9910,ZX,123,24,169,145,77,0,324
2026-02-11,WH-03,Warehouse WH-03,A2-03,BR-2208,BR,22,0,154,128,79,0,331
2025-12-06,WH-02,Warehouse WH-02,A5-01,MN-5544,MN,456,358,193,146,13,0,188
2024-08-20,WH-01,Warehouse WH-01,A1-01,ZX-9910,ZX,139,131,185,211,77,1,244
2025-07-03,WH-02,Warehouse WH-02,A4-04,ZX-9910,ZX,87,69,117,214,39,0,255
2026-02-14,WH-03,Warehouse WH-03,A1-04,AX-4312,AX,53,22,194,229,46,0,221
2025-03-02,WH-01,Warehouse WH-01,A5-03,ZX-9910,ZX,563,530,152,154,70,0,334
2024-05-27,WH-02,Warehouse WH-02,A4-02,AX-4312,AX,369,321,88,138,87,0,105
2024-05-04,WH-02,Warehouse WH-02,A4-01,CL-7781,CL,155,76,105,285,40,0,355
2024-08-18,WH-02,Warehouse WH-02,A5-03,ZX-9910,ZX,68,0,102,208,65,1,320
2024-09-06,WH-02,Warehouse WH-02,A2-02,ZX-9910,ZX,451,394,107,231,78,0,362
2025-02-24,WH-01,Warehouse WH-01,A5-04,AX-4312,AX,202,107,83,248,26,0,27
2026-01-18,WH-02,Warehouse WH-02,A2-02,AX-4312,AX,41,0,150,183,25,1,361
2024-08-05,WH-03,Warehouse WH-03,A3-04,ZX-9910,ZX,267,210,174,258,59,0,164
2025-09-17,WH-03,Warehouse WH-03,A4-02,MN-5544,MN,576,527,83,299,43,1,361
2024-06-29,WH-01,Warehouse WH-01,A5-03,AX-4312,AX,429,426,92,285,45,0,67
2025-12-25,WH-02,Warehouse WH-02,A3-03,MN-5544,MN,566,471,118,184,75,1,342
2026-01-16,WH-01,Warehouse WH-01,A5-03,AX-4312,AX,61,16,156,231,87,0,227
2024-07-03,WH-01,Warehouse WH-01,A3-02,AX-4312,AX,125,81,156,241,29,1,264
2025-10-20,WH-01,Warehouse WH-01,A2-01,MN-5544,MN,53,47,162,222,23,1,234
2024-12-08,WH-01,Warehouse WH-01,A3-05,AX-4312,AX,543,482,124,149,39,0,22
2025-10-12,WH-03,Warehouse WH-03,A4-03,BR-2208,BR,155,134,165,148,43,1,60
2025-03-30,WH-01,Warehouse WH-01,A5-01,MN-5544,MN,374,298,150,215,86,1,340
2024-08-25,WH-01,Warehouse WH-01,A5-03,MN-5544,MN,261,189,107,196,31,0,306
2025-01-31,WH-01,Warehouse WH-01,A1-05,ZX-9910,ZX,164,77,151,134,51,0,198
2024-10-22,WH-01,Warehouse WH-01,A2-05,CL-7781,CL,22,0,174,293,23,1,73
2025-12-29,WH-03,Warehouse WH-03,A1-04,CL-7781,CL,76,45,192,298,41,0,357
2024-10-04,WH-02,Warehouse WH-02,A1-04,MN-5544,MN,17,0,110,173,63,0,239
2024-04-19,WH-02,Warehouse WH-02,A4-05,CL-7781,CL,435,336,136,128,86,1,348
2025-02-27,WH-03,Warehouse WH-03,A3-05,CL-7781,CL,371,298,135,294,3,1,54
2024-12-06,WH-01,Warehouse WH-01,A2-05,ZX-9910,ZX,292,237,110,216,12,1,195
2024-07-23,WH-02,Warehouse WH-02,A3-03,CL-7781,CL,508,483,157,259,16,0,72
2024-10-25,WH-03,Warehouse WH-03,A4-01,BR-2208,BR,432,384,171,126,15,0,105
2025-12-15,WH-02,Warehouse WH-02,A5-03,CL-7781,CL,419,348,153,262,62,1,46
2026-02-11,WH-01,Warehouse WH-01,A5-02,CL-7781,CL,104,44,194,162,44,0,194
2024-06-13,WH-02,Warehouse WH-02,A3-03,AX-4312,AX,310,225,158,286,5,0,112
2025-04-29,WH-02,Warehouse WH-02,A1-04,BR-2208,BR,271,215,179,221,82,0,281
2024-04-06,WH-02,Warehouse WH-02,A3-04,AX-4312,AX,21,0,180,281,87,1,187
2025-07-21,WH-01,Warehouse WH-01,A1-02,CL-7781,CL,142,61,181,260,24,0,240
2025-04-07,WH-01,Warehouse WH-01,A3-03,BR-2208,BR,291,243,161,167,43,1,68
2024-05-15,WH-01,Warehouse WH-01,A4-04,AX-4312,AX,525,496,189,127,54,1,202
2025-05-23,WH-01,Warehouse WH-01,A3-01,MN-5544,MN,83,24,199,172,74,1,143
2025-05-07,WH-03,Warehouse WH-03,A2-01,ZX-9910,ZX,99,99,101,134,74,1,22
2025-03-04,WH-01,Warehouse WH-01,A5-04,AX-4312,AX,559,487,199,298,17,1,339
2025-08-21,WH-01,Warehouse WH-01,A2-04,ZX-9910,ZX,178,142,177,168,59,1,255
2025-02-26,WH-02,Warehouse WH-02,A5-05,MN-5544,MN,29,0,100,153,73,1,76
2024-08-01,WH-03,Warehouse WH-03,A5-01,CL-7781,CL,248,165,85,297,63,1,258
2024-05-15,WH-02,Warehouse WH-02,A4-01,ZX-9910,ZX,511,511,83,166,65,1,303
2026-01-06,WH-02,Warehouse WH-02,A5-01,ZX-9910,ZX,98,22,129,164,42,0,327
2025-08-24,WH-01,Warehouse WH-01,A5-03,CL-7781,CL,568,536,107,233,44,1,56
2024-08-09,WH-03,Warehouse WH-03,A3-01,BR-2208,BR,555,472,175,192,34,1,196
2025-09-10,WH-02,Warehouse WH-02,A5-05,MN-5544,MN,412,334,96,202,9,0,177
2025-03-29,WH-02,Warehouse WH-02,A5-03,ZX-9910,ZX,305,251,83,217,19,0,37
2024-12-18,WH-02,Warehouse WH-02,A3-03,CL-7781,CL,505,502,116,298,32,0,12
2025-09-08,WH-01,Warehouse WH-01,A5-01,BR-2208,BR,311,232,93,173,63,1,65
2025-01-30,WH-01,Warehouse WH-01,A5-04,MN-5544,MN,371,314,175,140,4,0,248
